Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
ExhibitBlank,https://raw.githubusercontent.com/MCOETech/Exhibit/main/ExhibitBlank.png,0:00:15,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
